"['dream', 'within', 'dream', 'dream', 'within', 'dream', 'take', 'kiss', 'upon', 'brow', 'part', 'thu', 'much', 'let', 'wrong', 'deem', 'day', 'dream', 'yet', 'hope', 'flown', 'away', 'night', 'day', 'vision', 'none', 'therefor', 'less', 'gone', 'see', 'seem', 'dream', 'within', 'stand', 'amid', 'roar', 'shore', 'hold', 'within', 'hand', 'grain', 'golden', 'yet', 'creep', 'finger', 'deep', 'weep', 'god', 'grasp', 'tighter']"
"['televis', 'televis', 'import', 'thing', 'learn', 'far', 'children', 'concern', 'never', 'never', 'never', 'let', 'near', 'televis', 'set', 'better', 'still', 'instal', 'idiot', 'thing', 'almost', 'everi', 'hous', 'watch', 'gape', 'loll', 'slop', 'loung', 'stare', 'eye', 'pop', 'last', 'week', 'someon', 'place', 'saw', 'dozen', 'eyebal', 'floor', 'sit', 'stare', 'stare', 'sit', 'hypnotis', 'absolut', 'drunk', 'shock', 'ghastli', 'oh', 'ye']"
"['fire', 'ice', 'fire', 'ice', 'say', 'world', 'end', 'fire', 'say', 'tast', 'desir', 'hold', 'favor', 'perish', 'twice', 'think', 'know', 'enough', 'hate', 'say', 'destruct', 'ice', 'also', 'great', 'would', 'suffic', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']"
"['stand', 'grave', 'weep', 'stand', 'grave', 'weep', 'stand', 'grave', 'weep', 'sleep', 'thousand', 'wind', 'blow', 'diamond', 'glint', 'snow', 'sunlight', 'ripen', 'grain', 'gentl', 'autumn', 'rain', 'awaken', 'morn', 'hush', 'swift', 'uplift', 'rush', 'quiet', 'bird', 'circl', 'flight', 'soft', 'star', 'shine', 'night', 'stand', 'grave', 'cri', 'die', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']"
"['invictu', 'invictu', 'night', 'cover', 'black', 'pit', 'pole', 'pole', 'thank', 'whatev', 'god', 'may', 'unconquer', 'fell', 'clutch', 'circumst', 'winc', 'cri', 'bludgeon', 'chanc', 'head', 'bloodi', 'beyond', 'place', 'wrath', 'tear', 'loom', 'horror', 'shade', 'yet', 'menac', 'year', 'find', 'shall', 'find', 'matter', 'strait', 'gate', 'charg', 'punish', 'master', 'fate', 'captain', 'soul', ' ', ' ', ' ', ' ', ' ', ' ']"
"['grew', 'older', 'grew', 'older', 'long', 'time', 'almost', 'forgotten', 'front', 'bright', 'like', 'sun—', 'wall', 'rose', 'rose', 'slowli', 'slowli', 'rose', 'touch', 'sky—', 'lie', 'longer', 'light', 'dream', 'thick', 'hand', 'dark', 'hand', 'break', 'wall', 'find', 'dream', 'help', 'shatter', 'dark', 'smash', 'night', 'break', 'shadow', 'thousand', 'light', 'sun', 'thousand', 'whirl', 'dream', 'sun', ' ', ' ', ' ', ' ']"
"['alon', 'alon', 'childhood', 'hour', 'other', 'seen', 'other', 'saw', 'could', 'bring', 'passion', 'common', 'sourc', 'taken', 'sorrow', 'could', 'awaken', 'heart', 'joy', 'tone', 'love', 'love', 'childhood', 'dawn', 'stormi', 'drawn', 'everi', 'depth', 'good', 'ill', 'mysteri', 'bind', 'still', 'torrent', 'fountain', 'red', 'cliff', 'mountain', 'sun', 'round', 'roll', 'autumn', 'tint', 'gold', 'lightn', 'sky', 'pass', 'fli', 'thunder', 'storm']"
"['go', 'far', 'go', 'far', 'go', 'far', 'even', 'day', 'know', 'say', 'day', 'long', 'wait', 'empti', 'station', 'train', 'park', 'somewher', 'els', 'asleep', 'leav', 'even', 'hour', 'littl', 'drop', 'anguish', 'run', 'togeth', 'smoke', 'roam', 'look', 'home', 'drift', 'choke', 'lost', 'heart', 'oh', 'may', 'silhouett', 'never', 'dissolv', 'beach', 'may', 'eyelid', 'never', 'flutter', 'empti', 'distanc', 'leav', 'second']"
"['go', 'gentl', 'good', 'night', 'go', 'gentl', 'good', 'night', 'go', 'gentl', 'good', 'night', 'old', 'age', 'burn', 'rave', 'close', 'day', 'rage', 'rage', 'die', 'though', 'wise', 'men', 'end', 'know', 'dark', 'right', 'word', 'fork', 'lightn', 'go', 'gentl', 'good', 'good', 'men', 'last', 'wave', 'cri', 'bright', 'frail', 'deed', 'might', 'danc', 'green', 'bay', 'rage', 'rage', 'die', 'wild']"
"['warn', 'warn', 'old', 'woman', 'shall', 'wear', 'purpl', 'red', 'hat', 'go', 'suit', 'shall', 'spend', 'pension', 'brandi', 'summer', 'glove', 'satin', 'sandal', 'say', 'money', 'shall', 'sit', 'pavement', 'tire', 'gobbl', 'sampl', 'shop', 'press', 'alarm', 'bell', 'run', 'stick', 'along', 'public', 'rail', 'make', 'sobrieti', 'shall', 'go', 'slipper', 'rain', 'pick', 'flower', 'peopl', 'garden', 'learn', 'wear', 'terribl', 'shirt']"
"['hope', 'thing', 'feather', 'hope', 'thing', 'feather', 'thing', 'feathers—', 'perch', 'soul—', 'sing', 'tune', 'without', 'words—', 'never', 'stops—at', 'all—', 'sweetest—in', 'gale—i', 'heard—', 'sore', 'must', 'storm—', 'could', 'abash', 'littl', 'bird', 'kept', 'mani', 'warm—', 'heard', 'chillest', 'land—', 'strangest', 'sea—', 'yet', 'never', 'extrem', 'ask', 'crumb—of', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']"
"['poison', 'tree', 'poison', 'tree', 'angri', 'friend', 'told', 'wrath', 'wrath', 'angri', 'foe', 'told', 'wrath', 'water', 'fear', 'night', 'morn', 'tear', 'sun', 'smile', 'soft', 'deceit', 'grew', 'day', 'night', 'till', 'bore', 'appl', 'foe', 'beheld', 'knew', 'mine', 'garden', 'stole', 'night', 'veil', 'pole', 'morn', 'glad', 'see', 'foe', 'outstretch', 'beneath', 'tree', ' ', ' ', ' ', ' ', ' ', ' ']"
"['wander', 'lone', 'cloud', 'daffodil', 'wander', 'lone', 'cloud', 'daffodil', 'wander', 'lone', 'cloud', 'float', 'high', 'vale', 'hill', 'saw', 'crowd', 'host', 'golden', 'daffodil', 'besid', 'lake', 'beneath', 'tree', 'flutter', 'danc', 'continu', 'star', 'shine', 'twinkl', 'milki', 'way', 'stretch', 'line', 'along', 'margin', 'bay', 'ten', 'thousand', 'saw', 'glanc', 'toss', 'head', 'sprightli', 'wave', 'besid', 'danc', 'sparkl', 'wave', 'glee']"
"['world', 'stage', 'world', 'stage', 'world', 'stage', 'men', 'women', 'mere', 'player', 'exit', 'entranc', 'one', 'man', 'time', 'play', 'mani', 'part', 'act', 'seven', 'age', 'first', 'infant', 'mewl', 'puke', 'nurs', 'whine', 'schoolboy', 'satchel', 'shine', 'morn', 'face', 'creep', 'like', 'snail', 'unwillingli', 'school', 'lover', 'sigh', 'like', 'furnac', 'woeful', 'ballad', 'made', 'mistress', 'eyebrow', 'soldier', 'full', 'strang', 'oath']"
"['mother', 'son', 'mother', 'son', 'well', 'son', 'tell', 'life', 'ai', 'crystal', 'tack', 'splinter', 'board', 'torn', 'place', 'carpet', 'floor—', 'time', 'reachin', 'landin', 'turnin', 'corner', 'sometim', 'goin', 'dark', 'ai', 'boy', 'turn', 'set', 'find', 'kinder', 'fall', 'now—', 'still', 'goin', 'honey', 'still', 'climbin', 'life', 'ai', 'crystal', 'stair', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']"
"['let', 'die', 'youngman', 'death', 'let', 'die', 'youngman', 'death', 'let', 'die', 'youngman', 'death', 'clean', 'inbetween', 'sheet', 'holywat', 'death', 'peac', 'breath', 'death', 'constant', 'good', 'tumour', 'may', 'mown', 'dawn', 'bright', 'red', 'sport', 'car', 'way', 'home', 'allnight', 'parti', 'silver', 'hair', 'sit', 'barber', 'chair', 'may', 'rival', 'gangster', 'hamfist', 'tommygun', 'burst', 'give', 'short', 'back', 'insid', 'ban']"
"['highwayman', 'highwayman', 'part', 'one', 'wind', 'torrent', 'dark', 'among', 'gusti', 'tree', 'moon', 'ghostli', 'galleon', 'toss', 'upon', 'cloudi', 'sea', 'road', 'ribbon', 'moonlight', 'purpl', 'moor', 'highwayman', 'came', 'riding—', 'riding—riding—', 'highwayman', 'came', 'ride', 'old', 'ii', 'french', 'forehead', 'bunch', 'lace', 'chin', 'coat', 'claret', 'velvet', 'breech', 'brown', 'fit', 'never', 'wrinkl', 'boot', 'thigh', 'rode', 'jewel', 'twinkl', 'pistol']"
"['captain', 'captain', 'captain', 'captain', 'captain', 'captain', 'fear', 'trip', 'done', 'ship', 'weather', 'everi', 'rack', 'prize', 'sought', 'port', 'near', 'bell', 'hear', 'peopl', 'exult', 'follow', 'eye', 'steadi', 'keel', 'vessel', 'grim', 'dare', 'heart', 'heart', 'heart', 'bleed', 'drop', 'red', 'deck', 'captain', 'lie', 'fallen', 'cold', 'captain', 'captain', 'rise', 'hear', 'bell', 'rise', 'flag', 'flung', 'bugl', 'trill', 'bouquet']"
"['~', 'choos', 'mountain~', '~', 'choos', 'mountain~', 'low', 'land', 'call', 'tempt', 'answer', 'offer', 'free', 'dwell', 'without', 'conquer', 'massiv', 'mountain', 'make', 'move', 'beckon', 'ascend', 'much', 'difficult', 'path', 'get', 'slipperi', 'bend', 'choos', 'choic', 'make', 'must', 'wise', 'determin', 'fate', 'choos', 'choos', 'mountain', 'stress', 'strain', 'climb', 'rise', 'plain', 'choos', 'mountain', 'never', 'stop', 'climb', 'choos', 'mountain']"
"['man', 'island', 'man', 'island', 'man', 'island', 'entir', 'everi', 'man', 'piec', 'contin', 'part', 'clod', 'wash', 'away', 'sea', 'europ', 'well', 'promontori', 'well', 'manor', 'thi', 'friend', 'thine', 'man', 'death', 'diminish', 'involv', 'mankind', 'therefor', 'never', 'send', 'know', 'bell', 'toll', 'toll', 'thee', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']"
"['smile', 'rememb', 'smile', 'rememb', 'goldfish', 'circl', 'around', 'around', 'bowl', 'tabl', 'near', 'heavi', 'drape', 'cover', 'pictur', 'window', 'mother', 'alway', 'smile', 'want', 'us', 'happi', 'told', 'happi', 'henri', 'right', 'better', 'happi', 'father', 'continu', 'beat', 'sever', 'time', 'week', 'rage', 'insid', 'frame', 'could', 'understand', 'attack', 'within', 'mother', 'poor', 'fish', 'want', 'happi', 'beaten', 'two', 'three', 'time']"
"['alon', 'everybodi', 'alon', 'everybodi', 'flesh', 'cover', 'bone', 'put', 'mind', 'sometim', 'soul', 'women', 'break', 'vase', 'wall', 'men', 'drink', 'much', 'nobodi', 'find', 'one', 'keep', 'look', 'crawl', 'bed', 'flesh', 'cover', 'bone', 'flesh', 'search', 'flesh', 'chanc', 'trap', 'singular', 'fate', 'nobodi', 'ever', 'find', 'one', 'citi', 'dump', 'fill', 'junkyard', 'fill', 'madhous', 'fill', 'hospit', 'fill', 'graveyard', 'fill']"
"['love', 'sir', 'love', 'sir', 'love', 'sir', 'because—', 'wind', 'requir', 'grass', 'answer—wherefor', 'pass', 'keep', 'knows—and', 'you—', 'know', 'not—', 'enough', 'us', 'wisdom', 'so—', 'lightning—nev', 'ask', 'eye', 'wherefor', 'shut—when', 'by—', 'know', 'speak—', 'reason', 'contained—', '—of', 'talk—', 'be—pref', 'daintier', 'folk—', 'sunrise—sire—compelleth', 'me—', 'sunrise—and', 'see—', 'therefore—then—', 'love', 'thee—', ' ', ' ', ' ', ' ', ' ', ' ', ' ']"
"['ning', 'nang', 'nong', 'ning', 'nang', 'nong', 'ning', 'nang', 'nong', 'cow', 'go', 'bong', 'monkey', 'say', 'boo', 'nong', 'nang', 'ning', 'tree', 'go', 'ping', 'tea', 'pot', 'jibber', 'jabber', 'joo', 'nong', 'ning', 'nang', 'mice', 'go', 'clang', 'ca', 'catch', 'ning', 'nang', 'nong', 'cow', 'go', 'bong', 'nong', 'nang', 'ning', 'tree', 'go', 'ping', 'nong', 'ning', 'nang', 'mice']"
"['lesson', 'lesson', 'chao', 'rule', 'ok', 'classroom', 'brave', 'teacher', 'walk', 'nooligan', 'ignor', 'voic', 'lost', 'din', 'theme', 'today', 'violenc', 'homework', 'set', 'go', 'teach', 'lesson', 'one', 'never', 'forget', 'pick', 'boy', 'shout', 'throttl', 'garrot', 'girl', 'behind', 'one', 'grotti', 'hair', 'sword', 'hand', 'hack', 'way', 'chatter', 'row', 'come', 'first', 'sever', 'declar', 'feet', 'toe', 'threw', 'sword', 'latecom']"
"['love', 'thee', 'love', 'thee', 'love', 'thee', 'let', 'count', 'way', 'love', 'thee', 'depth', 'breadth', 'height', 'soul', 'reach', 'feel', 'sight', 'end', 'ideal', 'grace', 'love', 'thee', 'level', 'everi', 'day', 'quiet', 'need', 'sun', 'candlelight', 'love', 'thee', 'freeli', 'men', 'strive', 'right', 'love', 'thee', 'pure', 'turn', 'prais', 'love', 'passion', 'put', 'use', 'old', 'grief', 'childhood', 'faith', 'love']"
"['thing', 'beauti', 'endymion', 'thing', 'beauti', 'endymion', 'thing', 'beauti', 'joy', 'ever', 'lovli', 'increas', 'never', 'pass', 'nothing', 'still', 'keep', 'bower', 'quiet', 'us', 'sleep', 'full', 'sweet', 'dream', 'health', 'quiet', 'breath', 'therefor', 'everi', 'morrow', 'wreath', 'floweri', 'band', 'bind', 'us', 'earth', 'spite', 'despond', 'inhuman', 'dearth', 'nobl', 'natur', 'gloomi', 'day', 'unhealthi', 'way', 'made', 'search', 'ye', 'spite']"
"['fairi', 'song', 'fairi', 'song', 'hill', 'dale', 'thorough', 'bush', 'thorough', 'brier', 'park', 'pale', 'thorough', 'flood', 'thorough', 'fire', 'wander', 'everywher', 'swifter', 'moon', 'sphere', 'serv', 'fairi', 'queen', 'dew', 'orb', 'upon', 'green', 'cowslip', 'tall', 'pension', 'gold', 'coat', 'spot', 'see', 'rubi', 'fairi', 'favour', 'freckl', 'live', 'savour', 'must', 'go', 'seek', 'dewdrop', 'hang', 'pearl', 'everi', 'cowslip', 'ear']"
"['pig', 'pig', 'england', 'live', 'big', 'wonder', 'clever', 'everybodi', 'plain', 'piggi', 'massiv', 'work', 'sum', 'insid', 'head', 'book', 'knew', 'made', 'airplan', 'fli', 'knew', 'engin', 'work', 'knew', 'end', 'one', 'question', 'drove', 'round', 'bend', 'simpli', 'could', 'puzzl', 'life', 'realli', 'reason', 'birth', 'place', 'upon', 'earth', 'giant', 'brain', 'went', 'round', 'ala', 'answer', 'could', 'till', 'suddenli', 'one']"
"['psalm', 'life', 'psalm', 'life', 'tell', 'mourn', 'number', 'life', 'empti', 'dream', 'soul', 'dead', 'slumber', 'thing', 'life', 'real', 'life', 'earnest', 'grave', 'goal', 'dust', 'thou', 'art', 'dust', 'returnest', 'spoken', 'enjoy', 'sorrow', 'destin', 'end', 'way', 'act', 'find', 'us', 'farther', 'art', 'long', 'time', 'fleet', 'heart', 'though', 'stout', 'brave', 'still', 'like', 'muffl', 'drum', 'beat', 'funer', 'march']"
"['hint', 'beauti', 'hint', 'beauti', 'beauti', 'wrap', 'gratitud', 'offer', 'peac', 'prone', 'peopl', 'offer', 'nurs', 'love', 'humil', 'napalm', 'asphyxi', 'victim', 'stain', 'world', 'veil', 'ambit', 'face', 'moment', 'sunlit', 'world', 'fade', 'away', 'mind', 'made', 'mirror', 'look', 'inward', 'drawn', 'sight', 'insight', 'led', 'heart', 'shut', 'desir', 'let', 'conscious', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']"
"['rememb', 'rememb', 'rememb', 'gone', 'away', 'gone', 'far', 'away', 'silent', 'land', 'hold', 'hand', 'half', 'turn', 'go', 'yet', 'turn', 'rememb', 'day', 'day', 'tell', 'futur', 'plann', 'rememb', 'understand', 'late', 'counsel', 'yet', 'forget', 'afterward', 'rememb', 'griev', 'dark', 'corrupt', 'leav', 'vestig', 'thought', 'better', 'far', 'forget', 'smile', 'rememb', 'sad', ' ', ' ', ' ', ' ', ' ', ' ', ' ']"
"['jabberwocki', 'jabberwocki', 'brillig', 'slithi', 'tove', 'gyre', 'gimbl', 'wabe', 'mimsi', 'borogov', 'mome', 'rath', 'jabberwock', 'son', 'jaw', 'bite', 'claw', 'catch', 'bewar', 'jubjub', 'bird', 'shun', 'frumiou', 'bandersnatch', 'took', 'vorpal', 'sword', 'hand', 'long', 'time', 'manxom', 'foe', 'sought', 'rest', 'tumtum', 'tree', 'stood', 'uffish', 'thought', 'stood', 'jabberwock', 'eye', 'flame', 'came', 'whiffl', 'tulgey', 'wood', 'burbl', 'came', 'one']"
"['ozymandia', 'ozymandia', 'met', 'travel', 'antiqu', 'land', 'said', 'vast', 'trunkless', 'leg', 'stone', 'stand', 'desert', 'near', 'sand', 'half', 'sunk', 'shatter', 'visag', 'lie', 'whose', 'frown', 'wrinkl', 'lip', 'sneer', 'cold', 'command', 'tell', 'sculptor', 'well', 'passion', 'read', 'yet', 'surviv', 'stamp', 'lifeless', 'thing', 'hand', 'mock', 'heart', 'pedest', 'word', 'appear', 'name', 'ozymandia', 'king', 'king', 'look', 'work', 'ye']"
"['love', 'love', 'love', 'love', 'time', 'come', 'elat', 'greet', 'arriv', 'door', 'mirror', 'smile', 'welcom', 'say', 'sit', 'eat', 'love', 'stranger', 'give', 'wine', 'give', 'bread', 'give', 'back', 'heart', 'stranger', 'love', 'life', 'ignor', 'anoth', 'know', 'heart', 'take', 'love', 'letter', 'bookshelf', 'photograph', 'desper', 'note', 'peel', 'imag', 'mirror', 'sit', 'feast', 'life', ' ', ' ', ' ', ' ', ' ']"
"['shall', 'compar', 'thee', 'summer', 'day', 'sonnet', 'shall', 'compar', 'thee', 'summer', 'day', 'sonnet', 'shall', 'compar', 'thee', 'summer', 'day', 'thou', 'art', 'love', 'rough', 'wind', 'shake', 'darl', 'bud', 'may', 'summer', 'leas', 'hath', 'short', 'sometim', 'hot', 'eye', 'heaven', 'shine', 'often', 'gold', 'complexion', 'dim', 'everi', 'fair', 'fair', 'sometim', 'declin', 'chanc', 'natur', 'chang', 'cours', 'untrim', 'thi']"
"['tyger', 'tyger', 'tyger', 'tyger', 'burn', 'bright', 'forest', 'night', 'immort', 'hand', 'eye', 'could', 'frame', 'thi', 'fear', 'symmetri', 'distant', 'deep', 'sky', 'burnt', 'fire', 'thine', 'eye', 'wing', 'dare', 'aspir', 'hand', 'dare', 'siez', 'fire', 'shoulder', '&', 'amp', 'art', 'could', 'twist', 'sinew', 'thi', 'heart', 'thi', 'heart', 'began', 'beat', 'dread', 'hand', '&', 'amp', 'dread', 'feet', 'hammer']"
"['tree', 'tree', 'think', 'shall', 'never', 'see', 'poem', 'love', 'tree', 'tree', 'whose', 'hungri', 'mouth', 'prest', 'earth', 'sweet', 'flow', 'breast', 'tree', 'look', 'god', 'day', 'lift', 'leafi', 'arm', 'pray', 'tree', 'may', 'summer', 'wear', 'nest', 'robin', 'hair', 'upon', 'whose', 'bosom', 'snow', 'lain', 'intim', 'live', 'rain', 'poem', 'made', 'fool', 'like', 'god', 'make', 'tree', ' ', ' ']"
"['richard', 'cori', 'richard', 'cori', 'whenev', 'richard', 'cori', 'went', 'town', 'peopl', 'pavement', 'look', 'gentleman', 'sole', 'crown', 'clean', 'favor', 'imperi', 'alway', 'quietli', 'array', 'alway', 'human', 'talk', 'still', 'flutter', 'puls', 'said', 'glitter', 'rich', 'ye', 'richer', 'king', 'admir', 'school', 'everi', 'grace', 'fine', 'thought', 'everyth', 'make', 'us', 'wish', 'work', 'wait', 'light', 'went', 'without', 'meat', 'curs']"
"['almost', 'made', 'poem', 'almost', 'made', 'poem', 'see', 'drink', 'fountain', 'tini', 'blue', 'hand', 'hand', 'tini', 'small', 'fountain', 'franc', 'wrote', 'last', 'letter', 'answer', 'never', 'heard', 'use', 'write', 'insan', 'poem', 'angel', 'god', 'upper', 'case', 'knew', 'famou', 'artist', 'lover', 'wrote', 'back', 'right', 'go', 'ahead', 'enter', 'live', 'jealou', 'never', 'met', 'got', 'close', 'new', 'orlean', 'one']"
"['one', 'art', 'one', 'art', 'art', 'lose', 'hard', 'master', 'mani', 'thing', 'seem', 'fill', 'intent', 'lost', 'loss', 'disast', 'lose', 'someth', 'everi', 'day', 'accept', 'fluster', 'lost', 'door', 'key', 'hour', 'badli', 'art', 'lose', 'hard', 'practic', 'lose', 'farther', 'lose', 'faster', 'place', 'name', 'meant', 'travel', 'none', 'bring', 'lost', 'mother', 'watch', 'look', 'last', 'three', 'love', 'hous', 'art']"
"['wear', 'mask', 'wear', 'mask', 'wear', 'mask', 'grin', 'lie', 'hide', 'cheek', 'shade', 'eye', 'debt', 'pay', 'human', 'guil', 'torn', 'bleed', 'heart', 'smile', 'mouth', 'myriad', 'world', 'overwis', 'count', 'tear', 'sigh', 'nay', 'let', 'see', 'us', 'wear', 'smile', 'great', 'christ', 'cri', 'thee', 'tortur', 'soul', 'sing', 'oh', 'clay', 'vile', 'beneath', 'feet', 'long', 'mile', 'let', 'world', 'dream']"
"['dulc', 'et', 'decorum', 'est', 'dulc', 'et', 'decorum', 'est', 'bent', 'doubl', 'like', 'old', 'beggar', 'sack', 'cough', 'like', 'hag', 'curs', 'sludg', 'till', 'haunt', 'flare', 'turn', 'back', 'toward', 'distant', 'rest', 'began', 'men', 'march', 'asleep', 'mani', 'lost', 'boot', 'limp', 'went', 'lame', 'blind', 'drunk', 'fatigu', 'deaf', 'even', 'hoot', 'drop', 'softli', 'ga', 'ga', 'quick', 'boy', 'ecstasi']"
"['faith', 'fine', 'invent', 'faith', 'fine', 'invent', 'faith', 'fine', 'invent', 'gentlemen', 'see—', 'microscop', 'prudent', 'emerg', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']"
"['clear', 'midnight', 'clear', 'midnight', 'thi', 'hour', 'soul', 'thi', 'free', 'flight', 'wordless', 'away', 'book', 'away', 'art', 'day', 'eras', 'lesson', 'done', 'thee', 'fulli', 'forth', 'emerg', 'silent', 'gaze', 'ponder', 'theme', 'thou', 'lovest', 'night', 'sleep', 'death', 'star', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ', ' ']"
"['death', 'shall', 'dominion', 'death', 'shall', 'dominion', 'death', 'shall', 'dead', 'man', 'nake', 'shall', 'one', 'man', 'wind', 'west', 'moon', 'bone', 'pick', 'clean', 'clean', 'bone', 'gone', 'shall', 'star', 'elbow', 'foot', 'though', 'go', 'mad', 'shall', 'sane', 'though', 'sink', 'sea', 'shall', 'rise', 'though', 'lover', 'lost', 'love', 'shall', 'death', 'shall', 'death', 'shall', 'wind', 'sea', 'lie', 'long']"
